Id,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Roof Matl,Mas Vnr Area,Exter Qual,Bsmt Qual,Total Bsmt SF,Heating,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Sale Type,SalePrice,Garage Total Value,Overall Total Value,Exter Total Value,Total Flr SF,Fireplace Total Value,Total Bath,Kitchen Total Value
2361,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,1970,1970,Gable,CompShg,0.0,3,3,864.0,GasA,864,864,1,3,5,0,Attchd,1,1.0,280.0,Oth,0,8.0,9,6,864,0,1.0,4
978,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,1970,1970,Gable,CompShg,0.0,3,4,630.0,GasA,630,630,1,3,3,0,Attchd,1,1.0,286.0,WD ,0,8.0,8,6,630,0,2.0,4
2280,Lvl,FR3,Mitchel,Norm,Norm,TwnhsE,SFoyer,6,1996,1997,Gable,CompShg,134.0,3,5,920.0,GasA,936,936,0,3,3,0,Attchd,3,2.0,460.0,WD ,0,11.0,11,6,936,0,3.0,4
2095,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,1989,1989,Gable,CompShg,340.0,4,4,807.0,GasA,1175,1982,2,4,7,3,Attchd,3,2.0,575.0,WD ,0,11.0,13,7,1982,4,3.0,5
1709,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,2004,2004,Gable,CompShg,388.0,4,5,1136.0,GasA,1136,2468,2,4,10,4,BuiltIn,3,3.0,872.0,WD ,0,12.0,13,7,2468,5,4.0,5
2801,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,1998,1998,Gable,CompShg,0.0,3,4,1108.0,GasA,1108,2097,2,4,8,3,Detchd,2,2.0,583.0,WD ,0,10.0,13,6,2097,4,4.0,5
1246,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1952,1952,Gable,CompShg,52.0,3,3,720.0,GasA,882,882,1,4,4,0,Attchd,1,1.0,240.0,WD ,0,8.0,11,6,882,0,2.0,5
2373,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,1972,1972,Gable,CompShg,297.0,3,3,483.0,GasA,483,987,1,3,5,1,Attchd,1,1.0,288.0,WD ,0,8.0,11,6,987,2,2.0,4
1055,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,2007,2007,Hip,CompShg,302.0,4,5,1582.0,GasA,1582,1582,2,4,7,0,Attchd,3,3.0,905.0,New,0,12.0,13,7,1582,0,3.0,5
2017,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1926,1950,Gable,CompShg,0.0,3,3,756.0,GasA,903,1281,1,4,6,0,Detchd,1,2.0,379.0,WD ,0,9.0,11,6,1281,0,2.0,5
1099,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2.5Unf,8,1997,1997,Hip,CompShg,1290.0,4,4,1173.0,GasA,1182,2199,2,4,9,3,Attchd,3,2.0,516.0,WD ,0,11.0,13,7,2199,4,3.0,5
1344,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,1945,1995,Gable,CompShg,0.0,3,0,0.0,GasA,808,808,1,3,6,0,Attchd,1,1.0,164.0,WD ,0,8.0,11,7,808,0,1.0,4
835,Low,CulDSac,ClearCr,Norm,Norm,1Fam,2Story,5,1967,1967,Flat,Tar&Grv,0.0,3,3,1013.0,GasA,1160,2126,2,3,7,0,Attchd,3,2.0,538.0,WD ,0,11.0,10,6,2126,0,4.0,4
1117,Lvl,FR2,Somerst,Norm,Norm,1Fam,1Story,7,2008,2008,Gable,CompShg,256.0,4,4,1417.0,GasA,1428,1428,2,5,6,0,Attchd,2,2.0,554.0,New,0,10.0,12,7,1428,0,2.0,6
2043,Bnk,Inside,OldTown,Feedr,Norm,1Fam,1.5Unf,5,1930,1950,Gable,CompShg,0.0,3,3,672.0,GasA,840,840,1,3,5,3,NA,0,0.0,0.0,WD ,0,0.0,12,7,840,4,1.0,4
2085,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,1Story,5,1984,1984,Gable,CompShg,149.0,4,3,1038.0,GasA,1038,1038,2,3,5,0,Attchd,2,1.0,264.0,WD ,0,9.0,11,9,1038,0,2.0,4
410,Lvl,FR2,NPkVill,Norm,Norm,TwnhsE,2Story,6,1976,1976,Gable,CompShg,0.0,3,4,804.0,GasA,804,1548,2,3,7,3,Detchd,2,2.0,440.0,WD ,0,10.0,11,6,1548,4,3.0,4
2650,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,6,1920,1950,Gable,CompShg,0.0,3,2,648.0,GasA,734,1118,1,3,6,0,Detchd,1,2.0,440.0,WD ,0,9.0,14,6,1118,0,1.0,4
2867,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,1930,1959,Gable,CompShg,0.0,3,3,697.0,GasA,1104,1801,1,3,8,4,Attchd,1,2.0,365.0,WD ,0,8.0,13,6,1801,5,2.0,4
1668,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1971,1971,Gable,CompShg,0.0,3,3,950.0,GasA,950,950,1,3,5,0,Detchd,1,1.0,280.0,WD ,0,8.0,10,6,950,0,1.0,4
1161,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,2006,2007,Gable,CompShg,0.0,4,4,625.0,GasA,625,1250,2,4,5,0,Detchd,3,2.0,625.0,WD ,0,11.0,12,7,1250,0,3.0,5
2122,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,1995,1995,Gable,CompShg,0.0,4,4,1200.0,GasA,1200,1200,2,4,6,0,Attchd,2,2.0,521.0,WD ,0,10.0,11,8,1200,0,3.0,5
2539,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,1967,1967,Gable,CompShg,140.0,3,3,1141.0,GasA,1141,1141,1,3,6,0,Attchd,1,1.0,568.0,WD ,0,8.0,12,6,1141,0,2.0,4
1047,Lvl,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,6,1977,1977,Gable,CompShg,0.0,3,4,1069.0,GasA,1069,1069,2,3,4,0,Attchd,2,2.0,440.0,COD,0,10.0,12,6,1069,0,2.0,4
1445,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,1975,1980,Hip,CompShg,0.0,3,4,938.0,GasA,938,938,1,3,5,0,Detchd,1,1.0,308.0,WD ,0,8.0,11,6,938,0,2.0,4
541,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,5,2004,2004,Gable,CompShg,0.0,3,4,1114.0,GasA,1114,1114,1,4,6,0,NA,0,0.0,0.0,WD ,0,0.0,10,6,1114,0,2.0,5
569,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,6,2008,2008,Gable,CompShg,280.0,4,4,1726.0,GasA,1726,1726,2,4,6,4,Attchd,3,2.0,561.0,New,0,11.0,11,7,1726,5,3.0,5
1276,HLS,Corner,NAmes,Artery,Norm,1Fam,1.5Unf,6,1954,1954,Gable,CompShg,0.0,3,3,832.0,GasA,832,832,1,4,4,0,Detchd,1,2.0,528.0,WD ,0,9.0,12,6,832,0,1.0,5
918,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,1918,1990,Gambrel,CompShg,0.0,3,3,600.0,GasA,628,1228,1,3,6,4,Detchd,1,1.0,215.0,WD ,0,7.0,15,6,1228,5,1.0,4
326,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1999,1999,Gable,CompShg,0.0,3,4,1344.0,GasA,1344,1344,2,3,7,4,Attchd,1,2.0,686.0,WD ,0,9.0,10,6,1344,5,2.0,4
1936,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,1956,2003,Gable,CompShg,0.0,3,3,925.0,GasA,925,925,1,4,5,0,Detchd,1,1.0,252.0,WD ,0,8.0,13,7,925,0,2.0,5
895,HLS,Inside,Edwards,Norm,Norm,1Fam,1Story,4,1959,1959,Gable,CompShg,0.0,3,3,876.0,GasA,876,876,1,3,5,0,Detchd,1,1.0,320.0,WD ,0,8.0,9,6,876,0,1.0,4
257,Lvl,Corner,CollgCr,Norm,Norm,1Fam,SFoyer,5,1996,1996,Gable,CompShg,0.0,3,4,870.0,GasA,965,965,1,3,4,0,Attchd,1,2.0,580.0,WD ,0,10.0,10,7,965,0,2.0,4
1241,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,6,1958,1958,Gable,CompShg,187.0,3,3,1395.0,GasA,1570,1570,1,3,5,3,Attchd,2,2.0,441.0,WD ,0,10.0,12,6,1570,4,2.0,4
1545,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,6,1926,1998,Gable,CompShg,0.0,3,3,894.0,GasA,919,919,1,3,5,0,Detchd,1,1.0,195.0,WD ,0,8.0,14,7,919,0,2.0,4
1189,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1971,2004,Gable,CompShg,144.0,4,3,1258.0,GasA,1258,1258,2,4,5,0,Attchd,2,2.0,528.0,COD,0,10.0,13,8,1258,0,3.0,5
270,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,169.0,4,4,848.0,GasA,848,848,1,4,3,0,Attchd,2,2.0,420.0,WD ,0,10.0,11,7,848,0,2.0,5
2066,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,2Story,5,1920,1996,Gable,CompShg,356.0,3,4,671.0,GasA,1567,2654,3,3,11,4,Attchd,1,2.0,638.0,WD ,0,9.0,9,5,2654,5,3.0,4
693,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,5,1910,1981,Gable,CompShg,0.0,3,3,440.0,GasA,682,1230,1,3,5,0,Detchd,1,2.0,440.0,WD ,0,9.0,11,6,1230,0,2.0,4
1259,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,1922,1950,Gable,CompShg,0.0,3,3,892.0,GasA,1254,1436,1,3,7,4,Detchd,1,4.0,1488.0,WD ,0,10.0,10,6,1436,5,2.0,4
2916,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1969,1979,Gable,CompShg,194.0,3,3,1104.0,GasA,1360,1360,1,3,8,3,Attchd,2,1.0,336.0,WD ,0,9.0,10,6,1360,4,2.0,4
2321,HLS,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,2005,2006,Gable,CompShg,248.0,4,4,1700.0,GasA,1700,2212,2,4,9,4,Attchd,3,3.0,773.0,New,0,12.0,12,7,2212,5,4.0,5
1977,Lvl,Corner,OldTown,Artery,Norm,1Fam,1Story,5,1922,1950,Gable,CompShg,0.0,3,2,1022.0,GasA,1022,1022,1,2,4,4,Detchd,1,1.0,184.0,WD ,0,7.0,10,6,1022,5,2.0,3
1895,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,1964,1964,Gable,CompShg,212.0,3,3,1130.0,GasA,1374,1374,1,3,7,3,Attchd,2,1.0,286.0,WD ,0,9.0,11,6,1374,4,2.0,4
1240,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,1958,1958,Hip,CompShg,0.0,3,3,1261.0,GasA,1261,1261,1,3,6,3,Attchd,2,2.0,433.0,WD ,0,10.0,12,6,1261,4,2.0,4
85,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,5,1961,1995,Gable,CompShg,0.0,3,3,1109.0,GasA,1155,1155,1,4,6,0,Detchd,1,2.0,576.0,WD ,0,9.0,12,6,1155,0,2.0,5
1823,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,4,1961,1961,Gable,CompShg,0.0,3,3,1040.0,GasA,1120,1120,1,2,5,0,Attchd,2,2.0,544.0,WD ,0,10.0,9,6,1120,0,3.0,3
825,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,2007,2008,Hip,CompShg,352.0,4,5,1838.0,GasA,1838,1838,2,4,7,4,Attchd,2,2.0,524.0,WD ,0,10.0,13,7,1838,6,3.0,5
110,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,2002,2002,Gable,CompShg,0.0,4,4,1492.0,GasA,1492,1492,2,4,6,4,Attchd,2,2.0,596.0,WD ,0,10.0,12,7,1492,5,3.0,5
697,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,1910,2003,Gable,CompShg,0.0,3,3,240.0,GasA,810,1306,1,4,6,0,Detchd,1,2.0,472.0,WD ,0,8.0,13,7,1306,0,2.0,5
2297,Lvl,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,5,1971,1971,Gable,CompShg,0.0,3,4,796.0,GasA,796,796,1,3,5,0,NA,0,0.0,0.0,WD ,0,0.0,12,6,796,0,2.0,4
1231,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1961,1961,Gable,CompShg,136.0,3,3,1144.0,GasA,1144,1144,1,3,6,0,Attchd,1,2.0,456.0,WD ,0,9.0,11,6,1144,0,2.0,4
1355,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1940,1982,Gable,CompShg,0.0,3,3,883.0,GasA,988,1505,1,3,8,0,Detchd,1,1.0,240.0,WD ,0,8.0,10,6,1505,0,2.0,4
968,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,9,2006,2006,Hip,CompShg,584.0,5,5,1838.0,GasA,1838,1838,2,5,8,4,Attchd,3,3.0,765.0,WD ,0,12.0,14,8,1838,5,3.0,6
584,Lvl,CulDSac,NWAmes,PosN,Norm,1Fam,2Story,7,1974,1974,Gable,CompShg,0.0,3,3,752.0,GasA,1285,2067,2,4,7,3,Attchd,2,2.0,784.0,WD ,0,10.0,13,6,2067,5,3.0,5
1315,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,5,1905,2005,Gable,CompShg,0.0,4,2,572.0,GasA,884,1540,1,4,7,0,NA,0,0.0,0.0,WD ,0,0.0,14,7,1540,0,2.0,5
1606,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1982,2003,Gable,CompShg,0.0,3,3,816.0,GasA,816,816,1,3,4,0,Detchd,3,2.0,816.0,WD ,0,11.0,13,7,816,0,2.0,4
206,Bnk,Corner,IDOTRR,RRNn,Norm,Duplex,1Story,5,1963,1963,Gable,CompShg,0.0,2,4,816.0,GasA,816,816,1,3,5,0,CarPort,1,2.0,516.0,WD ,0,9.0,10,5,816,0,2.0,4
1685,Lvl,FR2,NridgHt,Norm,Norm,1Fam,1Story,9,2006,2007,Hip,CompShg,378.0,5,5,1790.0,GasA,1816,1816,2,5,7,4,Attchd,3,3.0,730.0,New,0,12.0,14,8,1816,5,3.0,6
2016,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1930,1992,Gable,CompShg,0.0,3,3,966.0,GasA,1014,1426,1,3,6,4,Detchd,1,1.0,230.0,WD ,0,7.0,12,6,1426,5,1.0,4
869,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,0.0,4,4,944.0,GasA,944,1870,2,4,6,0,Attchd,2,2.0,608.0,WD ,0,10.0,12,7,1870,0,3.0,5
2135,Bnk,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1974,1974,Gable,CompShg,0.0,3,4,864.0,GasA,894,894,1,3,5,0,Attchd,1,2.0,440.0,WD ,0,9.0,10,6,894,0,1.0,4
2346,Lvl,FR2,NWAmes,Norm,Norm,1Fam,2Story,6,1976,1976,Gable,CompShg,120.0,3,4,796.0,GasA,790,1574,2,3,6,3,Attchd,3,2.0,566.0,WD ,0,11.0,11,6,1574,4,4.0,4
2430,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2006,2006,Hip,CompShg,45.0,4,4,1356.0,GasA,1500,1500,2,4,6,4,Attchd,3,3.0,648.0,New,0,12.0,12,7,1500,5,3.0,5
2198,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1.5Unf,5,1926,1950,Gable,CompShg,0.0,3,3,768.0,Grav,789,789,1,3,5,0,Detchd,1,1.0,200.0,WD ,0,4.0,10,6,789,0,1.0,4
2652,Lvl,Inside,OldTown,Norm,Norm,2fmCon,1Story,5,1955,1955,Hip,CompShg,0.0,3,3,960.0,GasA,960,960,1,3,5,0,Detchd,1,2.0,576.0,WD ,0,9.0,12,6,960,0,2.0,4
27,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,4,1970,1970,Gable,CompShg,0.0,3,3,882.0,GasA,882,882,1,3,4,0,Attchd,3,2.0,525.0,WD ,0,11.0,9,6,882,0,2.0,4
241,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,6,2009,2009,Gable,CompShg,0.0,3,4,1212.0,GasA,1212,1212,2,4,6,0,Attchd,2,2.0,460.0,WD ,0,10.0,11,6,1212,0,2.0,5
906,Lvl,Corner,SWISU,Norm,Norm,1Fam,1.5Fin,5,1938,1950,Gable,CompShg,88.0,3,3,832.0,GasA,832,1268,1,3,7,4,Basment,1,1.0,250.0,WD ,0,8.0,9,6,1268,6,2.0,4
1506,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,1938,2007,Gable,CompShg,0.0,3,3,585.0,GasA,585,1053,1,5,5,0,NA,0,0.0,0.0,WD ,0,0.0,12,6,1053,0,2.0,6
2098,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,2006,2007,Hip,CompShg,340.0,4,5,1466.0,GasA,1466,2828,3,4,11,3,BuiltIn,2,3.0,1052.0,New,0,11.0,13,7,2828,4,4.0,5
1435,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,1997,1998,Gable,CompShg,150.0,3,4,1418.0,GasA,1418,1418,2,4,5,3,Attchd,2,2.0,558.0,WD ,0,10.0,12,6,1418,4,3.0,5
2213,HLS,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,1951,1951,Gable,CompShg,0.0,3,0,0.0,GasA,1226,1226,1,3,7,4,Attchd,3,2.0,400.0,WD ,0,11.0,10,6,1226,5,2.0,4
1274,Lvl,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,6,1948,1950,Gable,CompShg,0.0,3,3,768.0,GasA,819,1320,2,3,5,0,Detchd,1,2.0,576.0,WD ,0,9.0,12,6,1320,0,2.0,4
743,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,2,1936,1950,Gable,CompShg,0.0,2,3,264.0,Grav,800,800,1,2,4,1,NA,0,0.0,0.0,ConLw,0,0.0,5,4,800,2,1.0,3
1737,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,0.0,4,4,1340.0,GasA,1340,1340,2,4,6,0,Attchd,3,2.0,396.0,New,0,11.0,12,7,1340,0,2.0,5
2797,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,1999,1999,Gable,CompShg,261.0,4,4,1090.0,GasA,1090,2214,2,4,8,3,Attchd,3,3.0,646.0,WD ,0,12.0,13,7,2214,4,4.0,5
2185,Lvl,Corner,Edwards,Norm,Norm,Duplex,1Story,4,1955,1955,Gable,CompShg,128.0,3,0,0.0,GasA,1152,1152,2,2,6,0,NA,0,0.0,0.0,WD ,0,0.0,7,6,1152,0,2.0,4
58,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,2000,2000,Gable,CompShg,0.0,3,4,384.0,GasA,774,1430,2,3,7,3,BuiltIn,3,2.0,400.0,WD ,0,11.0,12,6,1430,4,3.0,4
830,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,82.0,4,4,1232.0,GasA,1232,1232,2,4,6,0,Attchd,2,2.0,632.0,WD ,0,10.0,12,7,1232,0,3.0,5
808,Bnk,Inside,SawyerW,Norm,Norm,Duplex,1Story,5,1979,1979,Gable,CompShg,0.0,3,0,0.0,GasA,1535,1535,2,3,8,0,Attchd,1,2.0,410.0,WD ,0,9.0,10,5,1535,0,2.0,5
680,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,5,1950,1982,Gable,CompShg,0.0,3,3,1208.0,GasA,1136,1904,1,3,7,0,Attchd,1,1.0,240.0,WD ,0,8.0,9,6,1904,0,3.0,4
1153,Lvl,Inside,Sawyer,RRAe,Norm,2fmCon,1Story,5,1968,1968,Gable,CompShg,0.0,3,3,890.0,GasA,890,890,1,3,5,0,Detchd,1,1.0,308.0,WD ,0,8.0,10,6,890,0,2.0,4
1291,Lvl,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,6,1915,2005,Gable,CompShg,0.0,4,3,728.0,GasA,728,1456,1,4,7,0,Detchd,1,1.0,308.0,WD ,0,6.0,13,7,1456,0,2.0,5
1818,Lvl,Inside,SawyerW,Feedr,Norm,Duplex,1Story,5,1977,1977,Gable,CompShg,320.0,3,0,0.0,GasA,2020,2020,2,3,10,3,Detchd,1,2.0,630.0,WD ,0,9.0,10,6,2020,5,2.0,5
2161,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,CompShg,0.0,4,4,738.0,GasA,738,1476,2,4,7,0,Attchd,2,2.0,552.0,New,0,10.0,12,7,1476,0,3.0,5
1883,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,66.0,3,3,1065.0,GasA,1065,1065,1,3,6,0,Detchd,1,2.0,461.0,COD,0,9.0,10,6,1065,0,2.0,4
350,Lvl,CulDSac,StoneBr,Norm,Norm,TwnhsE,1Story,8,2004,2005,Gable,CompShg,0.0,4,5,2208.0,GasA,2522,2522,2,4,8,4,Attchd,3,2.0,564.0,WD ,0,11.0,13,7,2522,5,3.0,5
2473,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,6,2005,2006,Gable,CompShg,0.0,3,4,1131.0,GasA,1131,1131,1,4,6,0,NA,0,0.0,0.0,New,0,0.0,11,6,1131,0,2.0,5
295,Lvl,Inside,Crawfor,Norm,Norm,Duplex,2Story,5,1950,1991,Gable,CompShg,430.0,3,3,1032.0,GasA,1102,2177,2,3,11,0,Detchd,1,2.0,484.0,WD ,0,9.0,11,7,2177,0,3.0,5
293,Lvl,Inside,SWISU,Feedr,Norm,1Fam,1.5Fin,6,1919,1990,Gable,CompShg,0.0,3,3,804.0,GasA,1699,2447,2,4,10,4,Detchd,1,1.0,336.0,WD ,0,8.0,13,6,2447,5,2.0,5
859,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Gable,CompShg,0.0,3,3,864.0,GasA,864,864,1,3,5,2,Attchd,1,1.0,338.0,WD ,0,8.0,11,6,864,3,2.0,4
288,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,3,1914,1950,Gable,CompShg,0.0,3,3,864.0,GasA,864,864,1,3,5,0,Detchd,1,1.0,200.0,WD ,0,7.0,6,5,864,0,2.0,4
1578,Lvl,Inside,Timber,Norm,Norm,1Fam,SLvl,5,2006,2007,Gable,CompShg,0.0,3,4,384.0,GasA,754,1394,2,4,7,0,BuiltIn,3,2.0,400.0,WD ,0,11.0,10,6,1394,0,3.0,5
102,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,2000,2000,Gable,CompShg,1159.0,4,4,756.0,GasA,756,1512,2,4,5,0,Detchd,1,2.0,440.0,WD ,0,9.0,11,7,1512,0,4.0,5
2831,Lvl,Inside,Edwards,Norm,Norm,Twnhs,2Story,6,2004,2006,Gable,CompShg,50.0,4,4,970.0,GasA,970,1709,2,4,7,0,Detchd,1,2.0,380.0,WD ,0,9.0,11,7,1709,0,2.0,5
1030,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1976,1976,Gable,CompShg,120.0,3,3,1444.0,GasA,1444,1444,2,3,5,4,Attchd,1,2.0,473.0,WD ,0,9.0,11,6,1444,5,2.0,4
2551,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Hip,CompShg,88.0,3,3,1248.0,GasA,1248,1248,1,3,6,0,Attchd,1,1.0,286.0,WD ,0,8.0,12,6,1248,0,2.0,4
1286,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5,1904,2002,Gable,CompShg,0.0,3,3,650.0,GasA,958,1539,2,4,8,1,Detchd,1,2.0,686.0,WD ,0,10.0,13,6,1539,2,2.0,5
958,HLS,Inside,Timber,Norm,Norm,1Fam,1Story,9,2007,2008,Hip,CompShg,70.0,4,5,1620.0,GasA,1620,1620,2,5,6,5,Attchd,3,3.0,912.0,WD ,0,12.0,14,7,1620,6,3.0,6
776,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,5,1982,1982,Hip,CompShg,0.0,3,3,840.0,GasA,860,860,1,3,4,0,Detchd,1,2.0,528.0,WD ,0,9.0,11,6,860,0,2.0,4
72,Lvl,Corner,Somerst,Norm,Norm,1Fam,1Story,6,2005,2005,Gable,CompShg,0.0,4,5,1468.0,GasA,1468,1468,2,4,6,4,Attchd,3,2.0,528.0,WD ,0,11.0,11,7,1468,5,3.0,5
2263,HLS,Inside,Timber,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,80.0,4,4,1571.0,GasA,1571,1571,2,4,7,4,Attchd,3,3.0,722.0,New,0,12.0,13,7,1571,5,2.0,5
1866,Lvl,Inside,NWAmes,PosN,Norm,1Fam,SFoyer,6,1969,1969,Gable,CompShg,0.0,3,4,973.0,GasA,1082,1082,1,3,6,0,Attchd,1,2.0,480.0,WD ,0,9.0,12,6,1082,0,2.0,4
2876,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,1925,1950,Gable,CompShg,0.0,3,3,641.0,GasA,641,641,1,2,4,0,Detchd,1,1.0,272.0,WD ,0,8.0,10,6,641,0,1.0,3
2146,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,2002,2002,Gable,CompShg,149.0,4,4,1284.0,GasA,1284,2169,2,4,7,4,Attchd,2,2.0,647.0,WD ,0,10.0,13,7,2169,5,3.0,5
103,Lvl,FR2,Somerst,Norm,Norm,Twnhs,2Story,7,1999,1999,Hip,CompShg,0.0,4,4,696.0,GasA,696,1416,2,4,6,0,Detchd,1,2.0,484.0,WD ,0,9.0,12,7,1416,0,4.0,5
1500,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,SLvl,6,2005,2005,Gable,CompShg,80.0,3,4,547.0,GasA,1072,1072,1,3,5,0,Basment,2,2.0,525.0,WD ,0,10.0,11,6,1072,0,2.0,4
492,Lvl,CulDSac,Gilbert,RRAn,Norm,1Fam,2Story,6,1999,1999,Gable,CompShg,0.0,3,4,841.0,GasA,892,1675,2,3,7,3,BuiltIn,3,2.0,502.0,WD ,0,11.0,11,6,1675,4,3.0,4
167,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,0.0,3,3,1175.0,GasA,1175,1175,1,3,6,0,Detchd,2,2.0,484.0,WD ,0,10.0,11,6,1175,0,2.0,4
2597,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,1954,2000,Gable,CompShg,0.0,3,3,833.0,GasA,833,833,1,4,4,0,Detchd,1,1.0,326.0,WD ,0,8.0,12,7,833,0,1.0,5
2685,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,5,1922,1950,Gable,CompShg,0.0,3,3,993.0,GasA,1048,1048,1,3,5,4,Detchd,1,1.0,280.0,WD ,0,8.0,11,6,1048,5,1.0,4
1035,Lvl,FR2,NAmes,Norm,Norm,1Fam,1Story,6,1969,1969,Gable,CompShg,0.0,3,4,1054.0,GasA,1054,1054,1,3,6,0,Attchd,1,2.0,460.0,WD ,0,9.0,14,6,1054,0,3.0,4
