MS Zoning,Street,Alley,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Sale Type,SalePrice
RL,Pave,NA,Blmngtn,Norm,1Fam,1Story,7,2007,2007,Gable,VinylSd,VinylSd,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1266.0,1266.0,GasA,Ex,Y,SBrkr,1266,0,1266,2,2,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,388.0,TA,TA,Y,100,16,WD ,159895
RL,Pave,NA,SWISU,Feedr,1Fam,2Story,5,1921,1998,Gable,MetalSd,Wd Sdng,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,612.0,612.0,GasA,Ex,Y,SBrkr,990,1611,2601,3,4,TA,8,Typ,0,NA,BuiltIn,RFn,2.0,621.0,TA,TA,Y,183,0,WD ,189000
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,5,1964,1964,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,644.0,268.0,912.0,GasA,TA,N,SBrkr,912,0,912,1,3,TA,6,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,0,WD ,124000
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,5,1957,1996,Hip,Wd Sdng,Wd Sdng,180.0,TA,TA,CBlock,Gd,TA,No,ALQ,1302.0,90.0,1392.0,GasA,TA,Y,SBrkr,1392,0,1392,1,3,TA,5,Mod,1,Gd,Detchd,Unf,2.0,528.0,TA,TA,Y,0,0,WD ,121500
RL,Pave,NA,NAmes,Norm,Duplex,1Story,5,1957,1957,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,1824.0,1824.0,GasA,Fa,Y,FuseA,1824,0,1824,2,5,TA,9,Typ,0,NA,Detchd,Unf,2.0,484.0,TA,TA,Y,0,0,WD ,146000
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,2000,2001,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,663.0,265.0,928.0,GasA,Ex,Y,SBrkr,928,895,1823,2,3,Gd,6,Typ,0,NA,Attchd,RFn,2.0,626.0,TA,TA,Y,192,36,WD ,235000
RM,Pave,NA,Crawfor,Norm,TwnhsE,1Story,8,2004,2005,Hip,CemntBd,CmentBd,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1564.0,30.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,1646,2,2,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,525.0,TA,TA,Y,128,53,WD ,300000
RM,Pave,NA,MeadowV,Norm,Twnhs,2Story,4,1970,1970,Gable,CemntBd,CmentBd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,546.0,546.0,GasA,Gd,Y,SBrkr,546,546,1092,1,3,TA,5,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,0,WD ,90500
RL,Pave,NA,NAmes,Norm,Duplex,1Story,5,1965,1965,Gable,HdBoard,HdBoard,108.0,TA,TA,CBlock,TA,TA,No,LwQ,231.0,1497.0,1728.0,GasA,TA,Y,SBrkr,1728,0,1728,2,6,TA,10,Typ,0,NA,Detchd,Unf,2.0,576.0,TA,TA,Y,0,0,WD ,142600
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,7,2002,2002,Gable,VinylSd,VinylSd,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788.0,785.0,1573.0,GasA,Ex,Y,SBrkr,1573,0,1573,2,3,Gd,6,Typ,0,NA,Attchd,RFn,2.0,544.0,TA,TA,Y,0,72,WD ,227000
RL,Pave,NA,Crawfor,Norm,Duplex,2.5Unf,7,1940,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,246.0,674.0,920.0,GasA,Ex,Y,SBrkr,1240,1240,2480,2,5,TA,13,Typ,2,Gd,Detchd,Unf,2.0,400.0,TA,TA,Y,0,0,WD ,205000
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,8,1999,2000,Gable,VinylSd,VinylSd,158.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,915.0,426.0,1341.0,GasA,Ex,Y,SBrkr,1341,0,1341,1,1,Gd,5,Typ,1,TA,Attchd,RFn,2.0,482.0,TA,TA,Y,240,84,WD ,246900
C (all),Pave,NA,IDOTRR,Feedr,1Fam,2Story,4,1895,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,Stone,Po,Fa,No,Unf,0.0,173.0,173.0,GasA,Ex,N,SBrkr,825,536,1361,1,2,TA,6,Typ,0,NA,Detchd,Unf,1.0,185.0,Fa,TA,Y,0,123,WD ,89000
RL,Pave,NA,Edwards,Norm,1Fam,1.5Fin,4,1948,1950,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,744.0,744.0,GasA,Ex,N,FuseF,792,328,1120,1,2,Fa,5,Typ,0,NA,Detchd,Unf,2.0,480.0,TA,Fa,P,0,0,WD ,64000
RL,Pave,NA,Greens,Norm,Twnhs,1Story,8,1978,1978,Gable,Wd Sdng,Plywood,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,652.0,48.0,1226.0,GasA,TA,Y,SBrkr,1226,0,1226,1,1,Gd,4,Typ,1,TA,Attchd,Fin,2.0,484.0,TA,TA,Y,133,60,WD ,170000
RL,Pave,NA,NridgHt,Norm,1Fam,2Story,9,2008,2009,Hip,VinylSd,VinylSd,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,1734.0,1734.0,GasA,Ex,Y,SBrkr,1734,1088,2822,3,4,Ex,12,Typ,1,Gd,BuiltIn,RFn,3.0,1020.0,TA,TA,Y,52,170,New,582933
RM,Pave,NA,OldTown,Artery,1Fam,1Story,6,1925,1980,Gable,MetalSd,MetalSd,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397.0,706.0,1103.0,GasA,Gd,Y,SBrkr,1103,0,1103,1,2,Gd,5,Typ,1,Gd,Detchd,Unf,2.0,440.0,TA,TA,Y,166,120,WD ,110500
RL,Pave,NA,Edwards,Norm,1Fam,1Story,6,1960,1960,Hip,HdBoard,HdBoard,198.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,1179.0,1179.0,GasA,Gd,Y,SBrkr,1179,0,1179,1,2,TA,5,Min2,0,NA,Attchd,Fin,2.0,622.0,TA,TA,P,0,0,WD ,110000
RL,Pave,NA,Edwards,Norm,1Fam,1Story,5,1947,2008,Hip,VinylSd,VinylSd,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0.0,698.0,698.0,GasA,Ex,Y,SBrkr,698,0,698,1,2,TA,4,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,200,WD ,118000
RL,Pave,NA,NridgHt,Norm,1Fam,2Story,7,2003,2004,Gable,VinylSd,VinylSd,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,132.0,998.0,GasA,Ex,Y,SBrkr,1006,1040,2046,2,3,Gd,8,Typ,1,Gd,BuiltIn,RFn,3.0,871.0,TA,TA,Y,320,62,WD ,284000
RL,Pave,NA,NAmes,Norm,1Fam,2Story,6,1962,1962,Gable,HdBoard,HdBoard,318.0,TA,TA,CBlock,TA,TA,No,Rec,319.0,539.0,858.0,GasA,Ex,Y,SBrkr,858,858,1716,1,4,TA,8,Typ,1,Gd,Attchd,Fin,2.0,490.0,TA,TA,Y,0,84,WD ,171000
RL,Pave,NA,SawyerW,Norm,1Fam,2Story,7,2004,2004,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,835.0,835.0,GasA,Ex,Y,SBrkr,871,941,1812,2,3,Gd,8,Typ,0,NA,BuiltIn,RFn,2.0,478.0,TA,TA,Y,146,91,WD ,193000
RL,Pave,NA,Mitchel,Norm,1Fam,1Story,5,1976,2003,Gable,Plywood,Plywood,0.0,TA,TA,PConc,Gd,TA,No,LwQ,1090.0,0.0,1090.0,GasA,TA,Y,SBrkr,1178,0,1178,1,3,TA,6,Typ,0,NA,Attchd,Unf,2.0,502.0,TA,TA,Y,0,44,WD ,135000
RL,Pave,NA,Crawfor,Norm,1Fam,2.5Unf,7,1919,1950,Gable,MetalSd,Stucco,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,818.0,818.0,GasA,TA,Y,SBrkr,818,818,1636,1,4,Gd,7,Typ,1,Gd,Detchd,Unf,1.0,288.0,Fa,TA,N,0,0,WD ,167000
RM,Pave,Grvl,OldTown,Norm,1Fam,1Story,4,1950,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,576.0,576.0,GasA,Ex,Y,SBrkr,864,0,864,1,2,TA,5,Typ,0,NA,Detchd,RFn,1.0,528.0,TA,TA,Y,0,0,COD,105000
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,7,1999,1999,Gable,VinylSd,VinylSd,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,426.0,1588.0,GasA,Ex,Y,SBrkr,1588,0,1588,2,3,Gd,6,Typ,0,NA,Attchd,RFn,2.0,472.0,TA,TA,Y,158,29,WD ,214000
RL,Pave,NA,NridgHt,Norm,1Fam,2Story,8,2004,2004,Gable,VinylSd,VinylSd,112.0,Gd,TA,PConc,Gd,TA,No,GLQ,994.0,426.0,1420.0,GasA,Ex,Y,SBrkr,1426,488,1914,2,3,Gd,9,Typ,1,TA,BuiltIn,RFn,3.0,746.0,TA,TA,Y,168,127,WD ,279000
RL,Pave,NA,NWAmes,Norm,1Fam,SLvl,6,1975,2000,Gable,Plywood,Plywood,248.0,TA,TA,CBlock,TA,Fa,No,ALQ,548.0,127.0,675.0,GasA,TA,Y,SBrkr,1109,766,1875,3,3,Gd,8,Typ,1,TA,Attchd,RFn,2.0,485.0,TA,TA,Y,48,28,WD ,184500
RM,Pave,NA,OldTown,Norm,1Fam,1.5Fin,3,1948,2002,Gable,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331.0,318.0,649.0,GasA,Ex,Y,SBrkr,679,504,1183,1,2,TA,6,Typ,0,NA,Detchd,Unf,1.0,308.0,TA,TA,Y,0,176,WD ,120000
RL,Pave,NA,SawyerW,Norm,1Fam,2Story,6,1992,1992,Gable,HdBoard,HdBoard,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,52.0,400.0,816.0,GasA,Ex,Y,SBrkr,833,897,1730,2,3,Gd,6,Typ,0,NA,Attchd,RFn,2.0,528.0,TA,TA,Y,0,91,WD ,171500
FV,Pave,Pave,Somerst,Norm,TwnhsE,2Story,7,2006,2007,Gable,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,625.0,625.0,GasA,Ex,Y,SBrkr,625,625,1250,2,2,Gd,5,Typ,0,NA,Detchd,RFn,2.0,528.0,TA,TA,Y,0,54,New,164700
RL,Pave,NA,SawyerW,Norm,1Fam,2Story,6,1989,1989,Gable,HdBoard,HdBoard,232.0,Gd,TA,CBlock,Gd,TA,No,ALQ,549.0,319.0,868.0,GasA,Ex,Y,SBrkr,1313,1246,2559,2,4,Ex,9,Typ,1,TA,Attchd,RFn,2.0,506.0,TA,TA,Y,0,245,WD ,209000
RM,Pave,NA,Blmngtn,Norm,TwnhsE,1Story,7,2004,2004,Hip,VinylSd,VinylSd,18.0,Gd,TA,PConc,Gd,TA,No,GLQ,1059.0,306.0,1365.0,GasA,Ex,Y,SBrkr,1548,0,1548,2,2,Gd,7,Typ,1,TA,Attchd,Fin,2.0,388.0,TA,TA,Y,143,20,WD ,225000
RL,Pave,NA,Edwards,Feedr,1Fam,1.5Fin,5,1910,1996,Gambrel,Wd Sdng,VinylSd,0.0,TA,Fa,PConc,TA,TA,No,Unf,0.0,658.0,658.0,GasA,TA,Y,SBrkr,658,526,1184,1,5,TA,8,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,151,WD ,81000
RL,Pave,NA,Somerst,RRAn,1Fam,1Story,8,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,Gd,No,GLQ,1562.0,108.0,1670.0,GasA,Ex,Y,SBrkr,1670,0,1670,2,2,Gd,6,Typ,1,Gd,Attchd,RFn,3.0,928.0,TA,TA,Y,0,240,New,336820
RL,Pave,NA,SawyerW,Norm,1Fam,2Story,7,1988,1989,Gable,Plywood,Plywood,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065.0,92.0,1157.0,GasA,Ex,Y,SBrkr,1180,882,2062,2,3,TA,7,Typ,1,Gd,Attchd,Fin,2.0,454.0,TA,TA,Y,60,55,WD ,277000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1960,1960,Hip,CemntBd,CmentBd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,894.0,894.0,GasA,TA,Y,SBrkr,894,0,894,1,3,TA,5,Typ,0,NA,Detchd,Unf,1.0,312.0,TA,TA,Y,0,0,WD ,117600
RL,Pave,NA,NAmes,Norm,1Fam,1.5Fin,6,1950,2005,Gable,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,120.0,736.0,856.0,GasA,Ex,Y,SBrkr,1112,556,1668,1,3,TA,6,Min2,0,NA,Attchd,Unf,1.0,271.0,TA,TA,Y,0,0,WD ,140000
RL,Pave,NA,CollgCr,PosN,1Fam,1Story,9,2008,2008,Hip,VinylSd,VinylSd,402.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1153.0,598.0,1751.0,GasA,Ex,Y,SBrkr,1766,0,1766,2,3,Ex,8,Typ,2,Gd,Attchd,Fin,3.0,874.0,TA,TA,Y,216,36,New,395039
RL,Pave,NA,Gilbert,RRAn,1Fam,2Story,6,2007,2007,Gable,VinylSd,VinylSd,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,768,728,1496,3,3,Gd,7,Typ,0,NA,Attchd,Unf,2.0,572.0,TA,TA,Y,100,0,New,181755
RL,Pave,NA,SawyerW,Norm,1Fam,1Story,7,2005,2006,Gable,VinylSd,VinylSd,118.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1400.0,1400.0,GasA,Ex,Y,SBrkr,1400,0,1400,2,3,Gd,6,Typ,0,NA,Attchd,RFn,2.0,612.0,TA,TA,Y,144,55,New,186800
RL,Pave,NA,NAmes,Norm,1Fam,2Story,5,1965,1965,Gable,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,388.0,356.0,744.0,GasA,TA,Y,SBrkr,825,1315,2140,2,4,TA,7,Typ,1,TA,Attchd,Fin,2.0,549.0,TA,TA,Y,0,40,WD ,177500
RL,Pave,Grvl,OldTown,Norm,1Fam,1Story,4,1927,2007,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,656.0,656.0,GasA,TA,Y,SBrkr,968,0,968,2,4,TA,5,Typ,0,NA,Detchd,Unf,1.0,216.0,Fa,Fa,Y,0,0,WD ,64500
FV,Pave,NA,Somerst,Norm,TwnhsE,1Story,7,2004,2005,Gable,MetalSd,MetalSd,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1298.0,190.0,1488.0,GasA,Ex,Y,SBrkr,1488,0,1488,2,2,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,506.0,TA,TA,Y,168,50,WD ,260000
RL,Pave,NA,Blmngtn,Norm,1Fam,1Story,7,2007,2007,Gable,VinylSd,VinylSd,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1266.0,1266.0,GasA,Ex,Y,SBrkr,1266,0,1266,2,2,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,388.0,TA,TA,Y,100,16,New,185485
RM,Pave,NA,BrkSide,Norm,1Fam,1Story,5,1931,1993,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209.0,506.0,715.0,GasA,TA,Y,FuseA,875,0,875,1,2,TA,5,Typ,0,NA,Detchd,Unf,1.0,180.0,Fa,TA,Y,48,0,WD ,105000
RL,Pave,NA,Veenker,Feedr,1Fam,SLvl,6,1976,1994,Hip,Plywood,Plywood,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,528.0,528.0,GasA,Ex,Y,SBrkr,1094,761,1855,2,3,TA,7,Typ,1,TA,Attchd,RFn,2.0,512.0,TA,TA,Y,113,100,WD ,187000
RL,Pave,NA,NWAmes,Norm,1Fam,1Story,7,1984,1998,Gable,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213.0,995.0,1208.0,GasA,Ex,Y,SBrkr,1621,0,1621,2,3,Gd,8,Typ,0,NA,Attchd,RFn,2.0,440.0,TA,TA,Y,108,45,WD ,202500
RL,Pave,NA,NridgHt,Norm,1Fam,1Story,7,2005,2006,Gable,VinylSd,VinylSd,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178.0,436.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,1614,2,3,Gd,7,Typ,0,NA,Attchd,RFn,3.0,878.0,TA,TA,Y,100,38,WD ,245700
RL,Pave,NA,SawyerW,Norm,TwnhsE,2Story,6,1980,1980,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,630.0,630.0,GasA,Ex,Y,SBrkr,630,636,1266,1,2,TA,5,Typ,2,TA,Attchd,RFn,1.0,283.0,TA,TA,Y,340,0,WD ,128000
RL,Pave,NA,NridgHt,Norm,1Fam,2Story,8,2005,2005,Gable,VinylSd,VinylSd,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,1030.0,1030.0,GasA,Gd,Y,SBrkr,1038,1060,2098,2,3,Ex,8,Typ,1,Gd,Attchd,RFn,3.0,878.0,TA,TA,Y,192,52,WD ,275500
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,7,1999,1999,Gable,VinylSd,VinylSd,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694.0,284.0,978.0,GasA,Ex,Y,SBrkr,1005,978,1983,2,3,Gd,9,Typ,1,TA,Attchd,Fin,2.0,490.0,TA,TA,Y,0,0,WD ,225000
RL,Pave,NA,NAmes,Norm,1Fam,SLvl,5,1959,1959,Gable,BrkFace,Plywood,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,433.0,0.0,528.0,GasA,TA,Y,SBrkr,1183,0,1183,1,3,TA,6,Typ,0,NA,Attchd,RFn,1.0,288.0,TA,TA,Y,0,0,WD ,138000
RM,Pave,NA,BrDale,Norm,Twnhs,2Story,6,1971,1971,Gable,HdBoard,ImStucc,381.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,525.0,525.0,GasA,TA,Y,SBrkr,525,567,1092,1,3,TA,6,Typ,0,NA,Detchd,Unf,1.0,264.0,TA,TA,Y,0,0,WD ,88000
RL,Pave,NA,NridgHt,Norm,1Fam,2Story,9,2006,2006,Hip,VinylSd,VinylSd,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0.0,2153.0,2153.0,GasA,Ex,Y,SBrkr,2069,574,2643,2,3,Ex,9,Typ,1,Gd,BuiltIn,Fin,3.0,694.0,TA,TA,Y,414,84,WD ,380000
FV,Pave,NA,Somerst,Norm,1Fam,1Story,8,2007,2007,Gable,VinylSd,VinylSd,292.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1660.0,1660.0,GasA,Ex,Y,SBrkr,1660,0,1660,2,3,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,660.0,TA,TA,Y,133,120,WD ,256000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1951,2000,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,234.0,180.0,900.0,GasA,TA,Y,SBrkr,900,0,900,1,3,Gd,5,Typ,0,NA,Detchd,Unf,2.0,576.0,TA,TA,Y,222,32,WD ,134800
RM,Pave,NA,Blueste,Norm,Twnhs,2Story,6,1980,1980,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,561.0,561.0,GasA,TA,Y,SBrkr,561,668,1229,1,2,TA,5,Typ,1,TA,Attchd,Fin,2.0,462.0,TA,TA,Y,154,0,WD ,121000
FV,Pave,NA,Somerst,Norm,1Fam,2Story,7,2007,2007,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,874.0,874.0,GasA,Ex,Y,SBrkr,874,887,1761,3,3,Gd,7,Typ,0,NA,Attchd,Fin,2.0,578.0,TA,TA,Y,144,105,New,227875
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,8,2008,2008,Gable,VinylSd,VinylSd,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1694.0,1694.0,GasA,Ex,Y,SBrkr,1694,0,1694,2,3,Gd,7,Typ,0,NA,Attchd,RFn,3.0,776.0,TA,TA,Y,160,33,WD ,245350
RM,Pave,NA,OldTown,Norm,Duplex,2Story,5,1920,1950,Hip,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,624.0,624.0,GasA,Gd,N,FuseA,624,624,1248,2,2,TA,8,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,130,WD ,93500
RL,Pave,NA,Edwards,Norm,1Fam,1Story,5,1920,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108.0,350.0,458.0,GasA,Fa,N,SBrkr,835,0,835,1,2,TA,5,Typ,0,NA,Basment,Unf,1.0,366.0,Fa,TA,Y,0,0,COD,83000
RL,Pave,NA,ClearCr,Feedr,1Fam,2Story,6,1992,1992,Gable,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985.0,595.0,1580.0,GasA,Ex,Y,SBrkr,1079,874,1953,2,3,Gd,9,Typ,2,Fa,Attchd,Fin,2.0,501.0,TA,TA,Y,216,231,WD ,240000
RM,Pave,Grvl,OldTown,Norm,1Fam,1.5Fin,5,1901,1950,Gable,AsbShng,AsbShng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,592.0,592.0,GasA,TA,N,FuseA,933,240,1173,2,3,TA,7,Typ,0,NA,Detchd,Unf,1.0,240.0,TA,Fa,Y,0,25,WD ,113000
RL,Pave,NA,NAmes,Feedr,1Fam,1Story,6,1958,1998,Hip,Wd Sdng,Wd Sdng,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585.0,630.0,1215.0,GasA,TA,Y,FuseA,1215,0,1215,1,3,TA,6,Typ,0,NA,Attchd,Unf,1.0,297.0,TA,TA,Y,0,0,WD ,155000
RL,Pave,NA,Sawyer,Feedr,1Fam,1Story,6,1961,1996,Hip,HdBoard,HdBoard,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832.0,80.0,912.0,GasA,Gd,Y,SBrkr,912,0,912,1,3,Gd,5,Typ,0,NA,Detchd,Unf,1.0,288.0,TA,TA,Y,168,0,WD ,142000
RM,Pave,NA,BrkSide,Norm,1Fam,1.5Unf,6,1926,2004,Gable,Wd Sdng,Wd Sdng,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,884.0,884.0,GasA,Gd,Y,SBrkr,904,0,904,1,2,TA,4,Typ,0,NA,Detchd,Unf,1.0,180.0,TA,TA,Y,0,0,WD ,119000
RL,Pave,NA,Mitchel,Norm,1Fam,1.5Fin,6,1940,1985,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660.0,323.0,983.0,GasA,Ex,Y,SBrkr,983,767,1750,2,4,TA,7,Mod,0,NA,Attchd,Unf,1.0,423.0,TA,TA,Y,245,0,WD ,160000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,6,2004,2004,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,No,GLQ,759.0,80.0,839.0,GasA,Ex,Y,SBrkr,864,729,1593,2,3,TA,8,Typ,1,TA,Attchd,Fin,2.0,398.0,TA,TA,Y,100,75,WD ,193000
RL,Pave,NA,NoRidge,Norm,1Fam,2Story,8,1992,1993,Gable,VinylSd,VinylSd,309.0,Gd,TA,PConc,Ex,TA,No,GLQ,335.0,770.0,1105.0,GasA,Ex,Y,SBrkr,1105,1097,2202,2,4,Gd,9,Typ,1,TA,Attchd,RFn,2.0,517.0,TA,TA,Y,0,65,WD ,263000
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,7,2005,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,1286.0,1310.0,GasA,Ex,Y,SBrkr,1310,0,1310,2,3,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,400.0,TA,TA,Y,0,0,New,164990
RL,Pave,NA,Edwards,Norm,1Fam,1Story,4,1954,1954,Hip,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,732.0,216.0,948.0,GasA,Ex,Y,SBrkr,948,0,948,1,3,TA,5,Typ,1,TA,Detchd,Unf,1.0,280.0,TA,TA,Y,0,36,WD ,119000
FV,Pave,NA,Somerst,Norm,1Fam,1Story,8,2006,2007,Gable,VinylSd,VinylSd,238.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,1348.0,1372.0,GasA,Ex,Y,SBrkr,1448,0,1448,2,2,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,692.0,TA,TA,Y,0,140,WD ,238500
RL,Pave,NA,ClearCr,Norm,1Fam,1Story,7,1975,1975,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655.0,878.0,1533.0,GasA,TA,Y,SBrkr,1533,0,1533,2,2,Gd,5,Typ,2,TA,Attchd,Unf,2.0,576.0,TA,TA,Y,200,54,WD ,280000
FV,Pave,Pave,Somerst,Norm,TwnhsE,1Story,8,2006,2007,Gable,VinylSd,VinylSd,36.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,1451.0,1511.0,GasA,Ex,Y,SBrkr,1565,0,1565,2,2,Gd,5,Typ,0,NA,Attchd,Fin,2.0,476.0,TA,TA,Y,0,120,New,193800
RM,Pave,NA,MeadowV,Norm,TwnhsE,1Story,5,1976,1976,Gable,CemntBd,CmentBd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,840.0,200.0,1040.0,GasA,TA,Y,SBrkr,1060,0,1060,1,3,TA,6,Typ,1,TA,Attchd,Unf,2.0,572.0,TA,TA,Y,100,110,WD ,129900
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,5,1994,1995,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686.0,304.0,990.0,GasA,Ex,Y,SBrkr,990,0,990,1,3,TA,5,Typ,0,NA,Detchd,Unf,2.0,672.0,TA,TA,Y,0,0,WD ,145000
